_r,_RAJ2000,_DEJ2000,KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
arcsec,h:m:s,d:m:s, ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
----,-----------,-----------,--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 27 58.56,+47 48 43.3,10600320,5257,154,1,PHO,3.542,0.4,0,KIC,-0.126,0.3,0,KIC,1,5265,3.543,-0.12,3.436,1.503,DSEP,5.22E-02,  ,291.99402,47.81204
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 34 36.46,+47 50 14.0,10604429,7841,274,0,KIC,3.526,0.4,0,KIC,0.027,0.3,0,KIC,1,7841,3.556,0.07,4.313,2.442,DSEP,4.29E-02,  ,293.65192,47.83723
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 34 53.55,+47 51 12.7,10604629,5371,164,1,PHO,3.564,0.4,0,KIC,0.064,0.3,0,KIC,1,5369,3.546,0.06,3.601,1.664,DSEP,5.02E-02,  ,293.72314,47.85354
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 47 08.37,+47 48 44.0,10613561,5104,154,1,PHO,3.527,0.4,0,KIC,-0.014,0.3,0,KIC,1,5103,3.537,-0.02,3.353,1.413,DSEP,5.28E-02,  ,296.78488,47.81222
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 48 14.14,+47 48 32.3,10614452,5196,162,1,PHO,3.564,0.4,0,KIC,-0.596,0.3,0,KIC,1,5192,3.571,-0.6,2.554,0.885,DSEP,7.48E-02,  ,297.05893,47.80897
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 48 58.92,+47 51 56.6,10615125,7380,258,0,KIC,3.589,0.4,0,KIC,-0.132,0.3,0,KIC,1,7380,3.633,-0.12,3.604,2.033,DSEP,6.12E-02,  ,297.24551,47.86571
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 52 08.92,+47 48 52.6,10617953,5323,168,1,PHO,3.529,0.4,0,KIC,0.083,0.3,0,KIC,1,5317,3.577,0.08,3.418,1.609,DSEP,5.67E-02,  ,298.03717,47.81461
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 54 50.22,+47 50 24.1,10620329,8450,295,0,KIC,3.576,0.4,0,KIC,-0.135,0.3,0,KIC,1,8439,3.751,-0.14,3.144,2.032,DSEP,9.21E-02,  ,298.70923,47.84002
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 43 15.21,+47 59 38.4,10644049,5171,153,1,PHO,3.526,0.4,0,KIC,0.123,0.3,0,KIC,1,5176,3.534,0.12,3.605,1.621,DSEP,4.87E-02,  ,280.81339,47.994
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 17 07.18,+47 58 44.9,10659422,5575,169,1,PHO,3.579,0.4,0,KIC,-0.229,0.3,0,KIC,1,5588,3.579,-0.22,3.263,1.473,DSEP,5.97E-02,  ,289.27991,47.97915
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 26 28.49,+47 58 11.7,10664975,8169,285,0,KIC,3.582,0.4,0,KIC,-0.313,0.3,0,KIC,0,8169,3.699,-0.32,3.284,1.964,DSEP,7.81E-02,  ,291.61871,47.96991
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 26 36.26,+47 54 20.0,10665098,5325,154,1,PHO,3.518,0.4,0,KIC,0.027,0.3,0,KIC,1,5323,3.525,0,3.672,1.649,DSEP,4.69E-02,  ,291.65109,47.90556
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 43 05.02,+47 57 32.6,10675762,7442,260,0,KIC,3.59,0.4,0,KIC,-0.536,0.3,0,KIC,1,7450,3.593,-0.52,3.498,1.748,DSEP,5.75E-02,  ,295.7709,47.95906
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 45 06.90,+47 59 18.9,10677371,5178,160,1,PHO,3.517,0.4,0,KIC,-0.34,0.3,0,KIC,1,5178,3.525,-0.34,3.085,1.163,DSEP,5.58E-02,  ,296.27875,47.98858
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 45 27.91,+47 56 46.4,10677637,5118,158,1,PHO,3.513,0.4,0,KIC,0.066,0.3,0,KIC,1,5115,3.502,0.07,3.663,1.554,DSEP,4.46E-02,  ,296.3663,47.94623
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 47 13.54,+47 57 36.4,10679097,5191,160,1,PHO,3.505,0.4,0,KIC,-0.156,0.3,0,KIC,1,5185,3.493,-0.16,3.573,1.45,DSEP,4.48E-02,  ,296.80643,47.96012
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 48 38.83,+47 55 36.4,10680264,5006,149,1,PHO,3.546,0.4,0,KIC,-0.145,0.3,0,KIC,1,5006,3.539,-0.14,2.905,1.066,DSEP,6.13E-02,  ,297.1618,47.92677
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 49 01.46,+47 54 50.7,10680596,5279,167,1,PHO,3.598,0.4,0,KIC,-0.032,0.3,0,KIC,1,5283,3.575,-0.04,3.335,1.524,DSEP,5.79E-02,  ,297.2561,47.91408
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 51 21.26,+47 56 34.3,10682660,5230,158,1,PHO,3.53,0.4,0,KIC,-0.251,0.3,0,KIC,1,5228,3.521,-0.26,3.374,1.379,DSEP,5.06E-02,  ,297.83859,47.94285
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 46 50.82,+48 01 23.2,10710365,5298,152,1,PHO,3.597,0.4,0,KIC,0.13,0.3,0,KIC,1,5296,3.612,0.12,3.237,1.566,DSEP,6.50E-02,  ,281.71173,48.02312
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 03 13.26,+48 05 50.3,10717852,5333,172,1,PHO,3.55,0.4,0,KIC,-0.009,0.3,0,KIC,1,5332,3.523,-0.02,3.677,1.644,DSEP,4.66E-02,  ,285.80524,48.09731
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 23 11.20,+48 03 34.9,10728519,5383,163,1,PHO,3.543,0.4,0,KIC,-0.552,0.3,0,KIC,1,5387,3.548,-0.56,3.045,1.193,DSEP,5.95E-02,  ,290.79666,48.05969
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 27 09.33,+48 01 14.8,10731025,5172,155,1,PHO,3.592,0.4,0,KIC,-0.154,0.3,0,KIC,1,5165,3.586,-0.16,3.052,1.31,DSEP,6.49E-02,  ,291.78888,48.02079
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 28 23.19,+48 04 51.0,10731856,5557,166,1,PHO,3.564,0.4,0,KIC,0.082,0.3,0,KIC,1,5555,3.551,0.08,3.587,1.669,DSEP,5.09E-02,  ,292.09662,48.08083
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 35 57.91,+48 03 37.4,10736623,5217,163,1,PHO,3.509,0.4,0,KIC,0.032,0.3,0,KIC,1,5215,3.523,0.02,3.619,1.593,DSEP,4.73E-02,  ,293.9913,48.06038
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 36 34.77,+48 00 51.7,10737052,5154,162,1,PHO,3.505,0.4,0,KIC,-1.117,0.3,0,KIC,1,5258,3.36,-0.98,3.08,0.792,DSEP,3.82E-02,  ,294.14487,48.01435
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 46 20.65,+48 01 07.1,10744246,5358,165,1,PHO,3.555,0.4,0,KIC,0.432,0.3,0,KIC,1,5357,3.557,0.42,3.626,1.728,DSEP,5.10E-02,  ,296.58606,48.01864
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 47 32.56,+48 03 43.1,10745336,5167,161,1,PHO,3.558,0.4,0,KIC,-0.164,0.3,0,KIC,1,5170,3.558,-0.16,3.188,1.341,DSEP,5.83E-02,  ,296.88565,48.06197
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 49 40.42,+48 07 13.9,10777903,7539,263,0,KIC,3.534,0.4,0,KIC,0.046,0.3,0,KIC,1,7535,3.562,0.07,4.174,2.319,DSEP,4.49E-02,  ,282.41843,48.12054
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,18 59 38.86,+48 08 52.2,10782383,5193,150,1,PHO,3.505,0.4,0,KIC,-0.103,0.3,0,KIC,1,5189,3.517,-0.12,3.489,1.461,DSEP,4.85E-02,  ,284.91193,48.14784
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 05 58.89,+48 10 07.0,10785253,5234,153,1,PHO,3.538,0.4,0,KIC,0.025,0.3,0,KIC,1,5215,3.523,0.02,3.619,1.593,DSEP,4.73E-02,  ,286.49539,48.16861
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 28 03.35,+48 10 20.4,10797684,5319,170,1,PHO,3.559,0.4,0,KIC,0.439,0.3,0,KIC,1,5313,3.558,0.44,3.623,1.728,DSEP,5.12E-02,  ,292.01395,48.17234
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 29 53.21,+48 11 55.6,10798720,5367,158,1,PHO,3.516,0.4,0,KIC,-0.158,0.3,0,KIC,1,5357,3.488,-0.18,3.774,1.599,DSEP,4.19E-02,  ,292.47171,48.19877
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 34 46.61,+48 09 48.5,10801792,5139,151,1,PHO,3.591,0.4,0,KIC,-0.333,0.3,0,KIC,1,5142,3.592,-0.34,2.7,1.04,DSEP,7.44E-02,  ,293.69421,48.16347
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 46 26.16,+48 08 59.0,10810068,5326,160,1,PHO,3.507,0.4,0,KIC,-0.065,0.3,0,KIC,1,5341,3.521,-0.04,3.68,1.638,DSEP,4.63E-02,  ,296.60898,48.14973
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 55 20.44,+48 15 12.6,10845640,5266,150,1,PHO,3.53,0.4,0,KIC,-0.439,0.3,0,KIC,1,5262,3.532,-0.44,3.081,1.178,DSEP,5.67E-02,  ,283.83517,48.25349
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 04 25.92,+48 13 57.6,10849499,5126,146,1,PHO,3.504,0.4,0,KIC,-0.545,0.3,0,KIC,1,5123,3.514,-0.54,2.706,0.873,DSEP,6.20E-02,  ,286.108,48.23266
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 07 21.81,+48 17 21.1,10850763,5399,156,1,PHO,3.536,0.4,0,KIC,-0.273,0.3,0,KIC,1,5402,3.516,-0.28,3.552,1.509,DSEP,4.74E-02,  ,286.84088,48.2892
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04,19 14 09.12,+48 13 43.9,10854117,5301,158,1,PHO,3.532,0.4,0,KIC,-0.176,0.3,0,KIC,1,5294,3.538,-0.18,3.437,1.486,DSEP,5.16E-02,  ,288.53802,48.22886
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 28 39.57,+48 16 27.6,10862035,4930,144,1,PHO,3.513,0.4,0,KIC,-0.464,0.3,0,KIC,1,4983,3.418,-0.36,2.999,0.859,DSEP,4.49E-02,  ,292.16486,48.27434
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 26 03.25,+48 21 46.5,10919392,5187,157,1,PHO,3.504,0.4,0,KIC,-0.104,0.3,0,KIC,1,5180,3.488,-0.1,3.667,1.51,DSEP,4.31E-02,  ,291.51355,48.36292
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 28 05.83,+48 18 44.1,10920456,5299,161,1,PHO,3.586,0.4,0,KIC,-0.579,0.3,0,KIC,1,5301,3.575,-0.58,2.75,1.037,DSEP,7.02E-02,  ,292.02429,48.31225
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 28 12.03,+48 23 42.1,10920494,5193,160,1,PHO,3.595,0.4,0,KIC,-0.027,0.3,0,KIC,1,5195,3.592,-0.02,3.189,1.449,DSEP,6.29E-02,  ,292.05014,48.39504
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 28 44.70,+48 23 27.8,10920761,5017,152,1,PHO,3.551,0.4,0,KIC,0.153,0.3,0,KIC,1,5016,3.541,0.14,3.353,1.425,DSEP,5.32E-02,  ,292.18625,48.39105
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 31 15.53,+48 18 52.7,10922137,5215,159,1,PHO,3.525,0.4,0,KIC,-0.557,0.3,0,KIC,1,5211,3.518,-0.56,2.861,0.984,DSEP,5.92E-02,  ,292.8147,48.31464
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 36 17.44,+48 18 09.2,10924978,5288,156,1,PHO,3.516,0.4,0,KIC,-0.362,0.3,0,KIC,1,5282,3.523,-0.36,3.329,1.348,DSEP,5.15E-02,  ,294.07266,48.30256
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 46 28.72,+48 28 40.0,10958682,5418,189,54,PHO,3.534,0.4,54,PHO,-0.24,0.3,54,PHO,0,5436,3.538,-0.22,3.483,1.527,DSEP,5.09E-02,  ,281.61966,48.47778
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 00 57.44,+48 24 41.5,10963731,7373,258,0,KIC,3.505,0.4,0,KIC,-0.115,0.3,0,KIC,1,7392,3.543,-0.1,4.007,2.047,DSEP,4.48E-02,  ,285.23932,48.41154
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 14 39.47,+48 24 44.9,10969400,5226,154,1,PHO,3.595,0.4,0,KIC,-0.453,0.3,0,KIC,1,5231,3.599,-0.46,2.673,1.035,DSEP,7.63E-02,  ,288.66446,48.41248
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 15 10.14,+48 28 16.2,10969649,5420,165,1,PHO,3.595,0.4,0,KIC,-0.347,0.3,0,KIC,1,5411,3.618,-0.36,2.91,1.282,DSEP,7.33E-02,  ,288.79224,48.47118
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 19 27.93,+48 25 49.5,10971845,5142,154,1,PHO,3.567,0.4,0,KIC,-0.612,0.3,0,KIC,1,5141,3.558,-0.6,2.51,0.829,DSEP,7.39E-02,  ,289.86636,48.43042
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 20 41.70,+48 29 28.5,10972445,5302,163,1,PHO,3.554,0.4,0,KIC,0.044,0.3,0,KIC,1,5305,3.53,0.04,3.664,1.659,DSEP,4.75E-02,  ,290.17374,48.49126
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 28 31.02,+48 28 29.1,10976280,5394,188,0,KIC,3.587,0.4,0,KIC,-0.188,0.3,0,KIC,0,5402,3.61,-0.18,3.112,1.44,DSEP,6.73E-02,  ,292.12927,48.47474
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 28 49.15,+48 25 04.4,10976412,4960,142,1,PHO,3.563,0.4,0,KIC,-0.323,0.3,0,KIC,1,4976,3.534,-0.3,2.638,0.868,DSEP,6.66E-02,  ,292.2048,48.41788
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 35 53.16,+48 24 32.2,10980148,5449,177,1,PHO,3.555,0.4,0,KIC,-0.042,0.3,0,KIC,1,5461,3.537,-0.04,3.612,1.638,DSEP,4.89E-02,  ,293.9715,48.40894
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 48 00.07,+48 32 32.0,11013201,7200,144,4,SPE,3.5,0.15,4,SPE,-0.18,0.15,4,SPE,1,7221,3.488,-0.18,4.24,2.018,DSEP,3.73E-02,  ,282.00031,48.54222
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18 49 05.37,+48 35 57.3,11013594,5271,156,1,PHO,3.579,0.4,0,KIC,-0.591,0.3,0,KIC,1,5271,3.582,-0.6,2.65,0.977,DSEP,7.40E-02,  ,282.27237,48.59924
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18 52 45.74,+48 33 20.7,11014907,5261,157,1,PHO,3.573,0.4,0,KIC,-0.065,0.3,0,KIC,1,5269,3.592,-0.06,3.216,1.477,DSEP,6.26E-02,  ,283.19058,48.55574
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 04 47.82,+48 32 36.0,11019452,5198,149,1,PHO,3.576,0.4,0,KIC,-0.548,0.3,0,KIC,1,5199,3.578,-0.54,2.61,0.94,DSEP,7.44E-02,  ,286.19925,48.54332
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 20 53.33,+48 31 01.5,11026528,5121,151,1,PHO,3.52,0.4,0,KIC,0.04,0.3,0,KIC,1,5112,3.511,0.04,3.569,1.507,DSEP,4.67E-02,  ,290.2222,48.51709
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 25 06.85,+48 32 59.0,11028459,5018,151,1,PHO,3.555,0.4,0,KIC,0.102,0.3,0,KIC,1,5021,3.566,0.1,3.206,1.381,DSEP,5.90E-02,  ,291.27853,48.54971
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 30 29.08,+48 35 54.8,11031230,5214,156,1,PHO,3.591,0.4,0,KIC,-0.4,0.3,0,KIC,1,5209,3.594,-0.4,2.732,1.068,DSEP,7.38E-02,  ,292.62115,48.59855
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 31 01.66,+48 31 50.9,11031512,7636,267,0,KIC,3.596,0.4,0,KIC,-0.336,0.3,0,KIC,1,7643,3.561,-0.34,3.838,1.958,DSEP,4.88E-02,  ,292.75693,48.53081
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 32 48.73,+48 34 23.3,11032501,5213,160,1,PHO,3.509,0.4,0,KIC,-0.187,0.3,0,KIC,1,5220,3.52,-0.18,3.456,1.443,DSEP,4.92E-02,  ,293.20306,48.57313
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 35 38.34,+48 33 43.5,11034066,5266,158,1,PHO,3.541,0.4,0,KIC,-0.092,0.3,0,KIC,1,5255,3.544,-0.1,3.437,1.509,DSEP,5.23E-02,  ,293.90976,48.56208
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 42 42.20,+48 30 08.3,11038327,4995,174,0,KIC,3.55,0.4,0,KIC,-0.579,0.3,0,KIC,0,5059,3.466,-0.5,2.799,0.834,DSEP,5.36E-02,  ,295.67584,48.50231
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 53 50.16,+48 32 57.6,11046002,5154,163,1,PHO,3.504,0.4,0,KIC,-0.729,0.3,0,KIC,1,5170,3.492,-0.7,2.679,0.812,DSEP,5.95E-02,  ,298.45898,48.54934
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 08 47.58,+48 38 36.7,11075529,5169,154,1,PHO,3.54,0.4,0,KIC,0.027,0.3,0,KIC,1,5166,3.525,0.02,3.548,1.539,DSEP,4.85E-02,  ,287.19827,48.64354
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 11 06.77,+48 40 48.6,11076488,5069,150,1,PHO,3.502,0.4,0,KIC,0.097,0.3,0,KIC,1,5066,3.514,0.08,3.52,1.477,DSEP,4.77E-02,  ,287.7782,48.68017
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 21 08.17,+48 36 29.5,11081207,5096,146,1,PHO,3.575,0.4,0,KIC,-0.112,0.3,0,KIC,1,5093,3.577,-0.12,3.034,1.267,DSEP,6.39E-02,  ,290.28403,48.6082
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 51 34.97,+48 43 41.3,11122461,5069,147,1,PHO,3.525,0.4,0,KIC,-0.239,0.3,0,KIC,1,5066,3.536,-0.24,2.911,1.063,DSEP,6.07E-02,  ,282.89569,48.72814
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 05 44.80,+48 42 23.2,11127623,5108,152,1,PHO,3.596,0.4,0,KIC,0.105,0.3,0,KIC,1,5108,3.572,0.1,3.298,1.48,DSEP,5.81E-02,  ,286.43665,48.70645
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 20 38.41,+48 47 07.3,11134392,5327,163,1,PHO,3.56,0.4,0,KIC,-0.14,0.3,0,KIC,1,5329,3.564,-0.14,3.346,1.497,DSEP,5.63E-02,  ,290.16006,48.78537
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 22 18.14,+48 47 09.2,11135119,5213,155,1,PHO,3.531,0.4,0,KIC,-0.32,0.3,0,KIC,1,5216,3.53,-0.32,3.207,1.27,DSEP,5.42E-02,  ,290.57559,48.78588
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 39 31.09,+48 42 07.2,11144018,5281,157,1,PHO,3.556,0.4,0,KIC,-0.42,0.3,0,KIC,1,5280,3.56,-0.42,3.01,1.2,DSEP,6.20E-02,  ,294.87955,48.70201
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 52 38.77,+48 47 32.1,11152759,5191,157,1,PHO,3.573,0.4,0,KIC,-0.335,0.3,0,KIC,1,5186,3.571,-0.34,2.886,1.131,DSEP,6.63E-02,  ,298.16156,48.79224
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 04 04.61,+48 52 00.3,11180361,8553,299,0,KIC,3.553,0.4,0,KIC,-0.488,0.3,0,KIC,1,8523,3.559,-0.5,4.051,2.166,DSEP,4.59E-02,  ,286.0192,48.86674
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 04 05.11,+48 51 11.3,11180379,5405,161,1,PHO,3.518,0.4,0,KIC,-0.426,0.3,0,KIC,1,5398,3.55,-0.42,3.248,1.367,DSEP,5.62E-02,  ,286.0213,48.85313
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 12 25.79,+48 50 21.2,11183539,7693,269,0,KIC,3.507,0.4,0,KIC,-0.068,0.3,0,KIC,1,7694,3.631,-0.08,3.627,2.054,DSEP,6.06E-02,  ,288.10745,48.83921
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 18 56.55,+48 51 00.7,11186590,7227,252,0,KIC,3.544,0.4,0,KIC,-0.192,0.3,0,KIC,1,7217,3.594,-0.2,3.599,1.857,DSEP,5.61E-02,  ,289.73563,48.8502
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 24 29.63,+48 49 56.9,11189065,5324,162,1,PHO,3.573,0.4,0,KIC,0.075,0.3,0,KIC,1,5321,3.576,0.07,3.419,1.606,DSEP,5.66E-02,  ,291.12347,48.83247
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 27 19.80,+48 48 55.9,11190388,5226,151,1,PHO,3.569,0.4,0,KIC,-0.498,0.3,0,KIC,1,5226,3.561,-0.5,2.784,1.028,DSEP,6.71E-02,  ,291.83249,48.81554
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 38 54.35,+48 49 54.4,11196471,5415,169,1,PHO,3.5,0.4,0,KIC,-0.466,0.3,0,KIC,1,5406,3.491,-0.46,3.531,1.409,DSEP,4.51E-02,  ,294.72644,48.83179
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 41 48.23,+48 49 42.2,11198108,5428,170,1,PHO,3.518,0.4,0,KIC,-0.237,0.3,0,KIC,1,5436,3.538,-0.22,3.483,1.527,DSEP,5.09E-02,  ,295.45096,48.82838
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 42 12.12,+48 49 03.2,11198352,5201,155,1,PHO,3.559,0.4,0,KIC,-0.444,0.3,0,KIC,1,5197,3.568,-0.44,2.777,1.039,DSEP,6.84E-02,  ,295.55048,48.81755
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 45 22.24,+48 53 50.2,11200383,5003,148,1,PHO,3.535,0.4,0,KIC,-0.774,0.3,0,KIC,1,5087,3.406,-0.58,2.984,0.826,DSEP,4.38E-02,  ,296.34265,48.89727
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 05 24.78,+48 59 37.2,11234284,5692,173,1,PHO,3.511,0.4,0,KIC,0.236,0.3,0,KIC,1,5680,3.497,0.22,3.941,1.78,DSEP,4.10E-02,  ,286.35327,48.99368
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 11 14.92,+48 56 34.8,11236516,5051,149,1,PHO,3.577,0.4,0,KIC,-0.555,0.3,0,KIC,1,5074,3.534,-0.5,2.586,0.833,DSEP,6.79E-02,  ,287.81216,48.94299
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 27 24.24,+48 55 39.8,11244147,5101,153,1,PHO,3.599,0.4,0,KIC,-0.873,0.3,0,KIC,1,5174,3.44,-0.74,2.84,0.81,DSEP,4.98E-02,  ,291.85101,48.92771
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 28 37.84,+48 59 27.1,11244735,5019,148,1,PHO,3.519,0.4,0,KIC,-0.341,0.3,0,KIC,1,5017,3.518,-0.34,2.73,0.897,DSEP,6.21E-02,  ,292.15765,48.99086
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 42 39.00,+48 55 12.3,11252510,5208,158,1,PHO,3.567,0.4,0,KIC,-0.02,0.3,0,KIC,1,5204,3.569,-0.02,3.319,1.49,DSEP,5.74E-02,  ,295.66248,48.92007
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 48 01.28,+48 59 43.5,11256374,5541,168,1,PHO,3.54,0.4,0,KIC,-0.205,0.3,0,KIC,1,5539,3.543,-0.22,3.459,1.526,DSEP,5.20E-02,  ,297.00534,48.99542
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 48 07.13,+48 59 29.1,11256444,5394,188,0,KIC,3.552,0.4,0,KIC,0.229,0.3,0,KIC,0,5383,3.563,0.21,3.574,1.701,DSEP,5.25E-02,  ,297.02972,48.99143
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18 56 40.99,+49 03 43.1,11284227,7466,261,0,KIC,3.573,0.4,0,KIC,-0.232,0.3,0,KIC,1,7461,3.542,-0.2,3.976,2.01,DSEP,4.50E-02,  ,284.17078,49.06197
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 04 12.36,+49 04 15.8,11286975,5070,177,0,KIC,3.524,0.4,0,KIC,-0.421,0.3,0,KIC,0,5071,3.515,-0.42,2.746,0.902,DSEP,6.13E-02,  ,286.05148,49.07106
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 04 18.57,+49 03 42.9,11287012,5165,147,1,PHO,3.538,0.4,0,KIC,-0.144,0.3,0,KIC,1,5159,3.537,-0.14,3.313,1.379,DSEP,5.34E-02,  ,286.07736,49.06191
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 27 04.65,+49 04 30.6,11296798,6330,221,54,PHO,3.571,0.4,54,PHO,0.22,0.3,54,PHO,0,6335,3.593,0.22,3.523,1.774,DSEP,5.72E-02,  ,291.76938,49.07516
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 27 17.69,+49 00 08.4,11296913,5093,154,1,PHO,3.528,0.4,0,KIC,0.041,0.3,0,KIC,1,5086,3.513,0.04,3.515,1.468,DSEP,4.76E-02,  ,291.8237,49.00233
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 29 02.20,+49 01 20.0,11297757,5185,161,1,PHO,3.555,0.4,0,KIC,0.077,0.3,0,KIC,1,5184,3.558,0.07,3.431,1.553,DSEP,5.42E-02,  ,292.25916,49.02223
,,,,,,,,,,,,,,,,,,,,,,,,,,
